Node_Name,2026-01-01,2026-02-01,2026-03-01,2026-04-01,2026-05-01,2026-06-01,2026-07-01,2026-08-01,2026-09-01,2026-10-01,2026-11-01,2026-12-01
JP_CPI,0.015594712361713406,0.011733785582003997,0.009156868001152674,0.007067057441910329,0.0056540394947156986,0.004543875219723464,0.0037373896094485964,0.003143255637003836,0.002748747963457976,0.002599588707426742,0.0026107335428497136,0.002914353384369031
US_Employment,2083.42072125955,1773.0042745990795,1496.423094366677,1243.609683076531,1012.9310411730257,831.2481134747504,640.1205663920264,480.75668827584013,326.16365000000224,211.13788367071538,125.29911987352534,64.44916510989424
KR_Employment,563159.1672356091,670022.5142615587,788142.1311570667,797259.6024283133,787362.1384995915,749590.0168087482,685021.3667827249,595617.640755821,488630.1381089352,369996.70158347115,248233.24766304344,128259.94170477614
JP_Employment,406030.10458920896,345080.74011316895,290172.2098813504,234713.8863762766,187245.85863041878,145200.89790023863,107465.36630606651,73272.54688212276,44400.43299412727,19701.037505090237,1591.4304398149252,9402.878832131624
US_Unemployment,0.20662089276796536,0.10104952736384387,0.009201014629435456,0.12020229178583453,0.22616031170312478,0.35797755381307717,0.4677113144770031,0.5757252774716477,0.6567676922116963,0.7253953746894162,0.7556518523231519,0.7789036488177281
KR_Unemployment,0.5119067489347935,0.5484901665679338,0.578132535869067,0.5669797841249213,0.5320804084200232,0.47026405289080264,0.3746490411648167,0.27016497110438964,0.15446094284021328,0.032313590973479744,0.09548476243435067,0.2151326151117341
JP_Unemployment,0.12370118243757977,0.10393751951314334,0.0905292530345867,0.08456283165090372,0.08203882212296287,0.07855343820068583,0.07167425544334804,0.05742897568552818,0.036610025043080974,0.013099439164178328,0.012667441552461689,0.03968688381234431
US_Trade_Balance,30951.496853749995,48770.17679375,72159.80863125,87299.420034375,101308.9228828125,111138.03210039063,119909.9723015625,122013.907123125,118064.354485625,107656.613485625,98565.737230625,87058.052855625
KR_Trade_Balance,12039641542237.133,9293510505265.54,6074538815042.422,4243574987065.867,2830015381947.949,1523355188043.3867,562529529123.8164,317735302590.3125,1257784263474.1953,2427996676791.703,3913702655333.2305,5505105503752.605
JP_Trade_Balance,1812071507547.9028,1638189226470.209,1523588846784.0,1454834300736.0,1426764216512.0,1379494495232.0,1323048619392.0,1197030364544.0,980440118016.0,700437883136.0,416582708352.0,100916669056.0
