Node_Name,2026-01-01,2026-02-01,2026-03-01,2026-04-01,2026-05-01,2026-06-01,2026-07-01,2026-08-01,2026-09-01,2026-10-01,2026-11-01,2026-12-01
us_Trade Weighted Dollar Index,123.6727496909472,124.79227632282398,125.69266400182836,126.26283399287745,126.4918289650353,126.3611905710263,126.0237682992874,125.6146872057438,125.0385756053822,124.47583389689532,123.95246534235028,123.25687868298922
kr_fx,1372.537662789893,1390.111689,1409.0724613348898,1425.930282877413,1435.1771137793617,1438.6984481777342,1440.7902956909377,1442.5830495820924,1442.890936596669,1445.735106811888,1452.096906801229,1459.2446195875984
jp_fx,153.92421972024755,153.91500525525993,153.48542383911322,152.34706642640785,151.14768163418074,149.82545013215093,148.78030208835958,147.89226454629656,147.12536282205096,146.89079038556838,147.29495148116703,148.00554792277077
us_ret,0.00970533,0.009052512,0.007337753,0.004711779,0.001964693,-0.00096224,-0.002644621,-0.003215483,-0.004583733,-0.00446539,-0.004142138,-0.005568719
kr_ret,0.0133170212335016,0.0129224434654192,0.0139051366293986,0.0124548080124972,0.007083837,0.002954661,0.001928566,0.001701951,0.000605241,0.002356123,0.004726536,0.005185305
jp_ret,0.003930908,0.00040706,-0.002304564,-0.007063148,-0.007429738,-0.00825508,-0.006358863,-0.005318729,-0.004542646,-0.001034867,0.003098942,0.005041449
kr_us_spread,0.003611691,0.003869931,0.006567383,0.007743029,0.005119143,0.0039169,0.004573187,0.004917434,0.005188974,0.006821512,0.008868674,0.010754024076008
jp_us_spread,-0.005774422,-0.008645452,-0.009642318,-0.011774927,-0.009394431,-0.007292841,-0.003714241,-0.002103246,4.108711220079551e-05,0.003430522,0.00724108,0.010610168
kr_jp_spread,0.009386113,0.0125153833318,0.016209701,0.0195179557276813,0.0145135747958367,0.0112097405939441,0.008287428,0.00702068,0.005147887,0.00339099,0.001627594,0.000143856
corr_us_kr,0.7762975379651658,0.7808090865650155,0.7747494339637464,0.7693135369985177,0.7668355603656862,0.7686483962911909,0.7708391882996041,0.7760139070561711,0.7826601995624726,0.789153078,0.7990049329730773,0.8006526750579027
corr_us_jp,0.6118811483560319,0.6060712445353756,0.6053283411429208,0.608594449,0.6089903153767143,0.6047953808206022,0.5990198128205884,0.6089397473673254,0.6210997680688265,0.6300434972419612,0.6320552183445847,0.6501500864063183
corr_kr_jp,0.526296405,0.5633886788148006,0.6016305957470774,0.6403802860165144,0.6569564819771225,0.6629922806018115,0.6650624894197739,0.6525869689898853,0.6295641852271379,0.6000461197084784,0.5658808850977519,0.5458398389470049
us_ret_lag1,0.007950046,0.00970533,0.009052512,0.007337753,0.004711779,0.001964693,-0.00096224,-0.002644621,-0.003215483,-0.004583733,-0.00446539,-0.004142138
kr_ret_lag1,0.0106498050681122,0.0133170212335016,0.0129224434654192,0.0139051366293986,0.0124548080124972,0.007083837,0.002954661,0.001928566,0.001701951,0.000605241,0.002356123,0.004726536
jp_ret_lag1,0.000753457,0.003930908,0.00040706,-0.002304564,-0.007063148,-0.007429738,-0.00825508,-0.006358863,-0.005318729,-0.004542646,-0.001034867,0.003098942
US_Interest_Rate,4.534995160616309,4.269994737545474,4.033294514655358,3.829165478614593,3.6604743818194665,3.5287381632492685,3.434213421638612,3.376014751539864,3.337955505904795,3.313263519656089,3.2870428264425704,3.2604329177571265
KR_Interest_Rate,2.9846207949872863,2.872376099878996,2.746704591285165,2.635769095812163,2.535894077012096,2.4237297377816724,2.323069940340841,2.238564024433868,2.1731317793845766,2.1235288054586765,2.0901402647616063,2.075086370191395
JP_Interest_Rate,0.2642262395699537,0.323088705137052,0.3805822629933291,0.4352189971741785,0.4856454880217176,0.5307699651438513,0.5698988955994561,0.6022279661415166,0.6275672906451256,0.645855664,0.6573795300601541,0.6726396236313704
US_GDP,7536892.828005788,7566715.894095928,7591871.025754177,7626487.8824739745,7657491.386047573,7684312.7666823855,7726465.280253245,7765843.788,7801544.335443195,7832863.702025297,7859300.425,7880549.666718597
KR_GDP,661867379.6927035,663110303.3746128,663752426.5870929,665498448.6807121,666905689.1045481,667965808.8128641,669253599.2859625,670267749.7331722,671005199.6436658,671471495.5738001,671679764.0,671649559.7
JP_GDP,162593256.01254657,163151865.0889696,163649127.30508122,164514047.48042923,165347152.21382958,166126629.9,166823516.18453163,167433581.09834665,167947204.83782977,168358622.80822968,168665713.04734272,168869695.62112418
US_CPI,0.888616576,0.922821912,0.9453140563112225,0.956589564654762,0.9574318352243044,0.948858923680164,0.9320695355800324,0.908389,0.8792168483940702,0.8459774062966496,0.8100745862200716,0.7728518105645492
KR_CPI,0.1430389270192483,0.145912289775223,0.1486029475623436,0.1510484511438819,0.1531999508329498,0.1550223020281225,0.1564937490429342,0.1576052388849767,0.1583594225762657,0.1587694052211378,0.1588573074448886,0.1586527002229177
JP_CPI,0.096345679,0.1000213396425863,0.1033287941015466,0.1062056392915644,0.1086086307838335,0.1105130642033608,0.1119116623548344,0.1128130508205157,0.1132399089150134,0.1132268839326108,0.1128183549304703,0.1120661281806296
US_Employment,158533.62615374045,158856.08947540092,159170.87378063332,159477.84344192347,159755.24083382697,159994.11126152525,160201.80130860797,160364.61831172416,160498.8051,160569.90899132928,160606.68525512647,160612.3633348901
KR_Employment,28606712.83276439,28559773.48573844,28507193.868842933,28559080.397571687,28620379.86150041,28688311.98319125,28760678.633217275,28834478.35924418,28907353.861891065,28977211.29841653,29042256.752336957,29101020.058295224
JP_Employment,68051289.89541079,68111183.25988683,68166851.79011865,68226582.11362372,68280842.14136958,68328551.10209976,68369798.63369393,68403327.45311788,68428903.56700587,68446554.96249491,68456544.56956019,68459338.87883213
US_Unemployment,4.388148030524313,4.320601090626783,4.256190812000203,4.196535836876275,4.155950284,4.097744778187655,4.071427479468309,4.054599086236848,4.059815559741429,4.074715919103308,4.110884764955901,4.142110183274557
KR_Unemployment,2.951497441454935,2.9464102982512834,2.9384385604204586,2.906451839560102,2.8704712355989783,2.831975554965998,2.775029175747336,2.71652555917812,2.658375537490482,2.602288251846893,2.549740047212256,2.501953461624716
JP_Unemployment,2.5516057883030583,2.527347458325399,2.503695537595744,2.485627942811182,2.469798269220741,2.456457614912722,2.4457572975881234,2.4377542930683407,2.4324189602084862,2.429644591828363,2.4292583225314006,2.431032930488193
US_Trade_Balance,-92096.50076,-100240.9932,-110270.4766,-110221.6173,-110050.3555,-107053.5592,-104998.2057,-99790.31142,-92804.40722,-82716.04122,-75621.68059,-68672.85559
KR_Trade_Balance,37621806837341.13,35233890333489.54,32490292670018.42,31225404692793.867,30008906072507.95,28872452832075.387,27963498130723.816,27193203755585.688,26570812505293.805,26100205804872.297,25780323400346.77,25605689334263.395
JP_Trade_Balance,381946357339.9027,125614545382.20908,-139141000000.0,-369611000000.0,-588405000000.0,-790128000000.0,-952058000000.0,-1087450000000.0,-1194900000000.0,-1273980000000.0,-1325150000000.0,-1349670000000.0
