90.1112	1120.07	82.6111	-0.0079606944687071	-0.0017245928472782	-0.0013724277465829	0.0062361016214289	0.0065882667221242	-0.0003521651006952	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	-0.0079606944687071	-0.0017245928472782	-0.0013724277465829	0.17	2.66	0.085	3837862.0	355795000.0	125410750.0	0.4763	1.1885	-0.1	130837.0	23714100.0	63116670.0	9.1	3.6667	4.7333	-48123.0	12689740000000.0	744358000000.0
89.3967	1118.14	82.4978	-0.0079606944687071	-0.0017245928472782	-0.0013724277465829	0.0062361016214289	0.0065882667221242	-0.0003521651006952	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	-0.0079606944687071	-0.0017245928472782	-0.0013724277465829	0.16	2.75	0.093	3837862.0	355795000.0	125410750.0	0.4931	0.6841	0.0	131056.0	23714100.0	63116670.0	9.0	3.6667	4.7333	-44753.0	12689740000000.0	744358000000.0
88.4872	1122.45	81.7936	-0.0102258599613032	0.0038472057056591	-0.0085726253793856	0.0140730656669623	0.0016532345819175	0.0124198310850447	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	-0.0079606944687071	-0.0017245928472782	-0.0013724277465829	0.14	2.92	0.085	3837862.0	355795000.0	125410750.0	0.9751	0.3892	0.3	131282.0	23714100.0	63116670.0	9.0	3.6667	4.7333	-44312.0	12689740000000.0	744358000000.0
86.9214	1086.84	83.347	-0.0178536467618375	-0.03223939301962	0.0188136148085851	-0.0143857462577825	0.0366672615704226	-0.0510530078282052	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	-0.0102258599613032	0.0038472057056591	-0.0085726253793856	0.1	3.01	0.062	3889384.8	358455700.0	123585300.0	0.6439	0.0975	0.1	131597.0	24861000.0	62846670.0	9.1	3.3333	4.6667	-42685.0	5879612000000.0	-1653094000000.0
86.9464	1083.54	81.2572	0.0002875748145694	-0.0030409444825503	-0.0253931830792559	-0.0033285192971197	-0.0256807578938254	0.0223522385967056	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	-0.0178536467618375	-0.03223939301962	0.0188136148085851	0.09	3.02	0.069	3889384.8	358455700.0	123585300.0	0.4704	0.1926	0.0	131704.0	24861000.0	62846670.0	9.0	3.3333	4.6667	-47725.0	5879612000000.0	-1653094000000.0
86.9412	1081.27	80.5118	-5.980875003785968e-05	-0.0020971825074607	-0.0092156751352643	-0.0020373737574228	-0.0091558663852264	0.0071184926278036	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	0.0002875748145694	-0.0030409444825503	-0.0253931830792559	0.09	3.2	0.069	3889384.8	358455700.0	123585300.0	-0.1071	0.1933	-0.2	131931.0	24861000.0	62846670.0	9.1	3.3333	4.6667	-49882.0	5879612000000.0	-1653094000000.0
86.3178	1059.5	79.39736842	-0.0071961940244289	-0.020339177476492	-0.0139385331541852	-0.0131429834520631	-0.0067423391297563	-0.0064006443223068	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	-5.980875003785968e-05	-0.0020971825074607	-0.0092156751352643	0.07	3.26	0.073	3911920.0	363290800.0	126142275.0	0.0886	0.4818	0.0	131993.0	24773700.0	62833330.0	9.0	3.3	4.4667	-46070.0	7814139000000.0	-665751000000.0
86.8983	1073.17	77.22086957	0.006702635300769	0.012819786669322	-0.0277954726634535	0.0061171513685529	-0.0344981079642225	0.0406152593327755	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	-0.0071961940244289	-0.020339177476492	-0.0139385331541852	0.1	3.25	0.081	3911920.0	363290800.0	126142275.0	0.2758	0.6715	0.1	132125.0	24773700.0	62833330.0	9.0	3.3	4.4667	-45052.0	7814139000000.0	-665751000000.0
89.7253	1118.61	76.8375	0.0320143112135875	0.0414699577159636	-0.0049769494823195	0.009455646502376	-0.036991260695907	0.0464469071982831	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	0.006702635300769	0.012819786669322	-0.0277954726634535	0.08	3.25	0.08	3911920.0	363290800.0	126142275.0	0.1518	-0.0959	0.0	132344.0	24773700.0	62833330.0	9.0	3.3	4.4667	-43477.0	7814139000000.0	-665751000000.0
90.6098	1155.45	76.772	0.0098095943918252	0.032403035373445	-0.0008528118894961	0.0225934409816197	-0.0106624062813214	0.0332558472629411	0.7847807271650654	-0.1123886009375289	-0.2743396124282037	0.0320143112135875	0.0414699577159636	-0.0049769494823195	0.07	3.24	0.081	3960564.8	371034100.0	126270050.0	-0.2063	-0.1898	0.1	132553.0	24756970.0	62933330.0	8.8	3.2333	4.4667	-45509.0	8207527000000.0	-1165549000000.0
